	ANI	Aligned kmers	Total kmers	Query sample ID	Reference sample ID	Query hybrid contig ID	Reference hybrid contig ID	Alignment fraction
1653	81.8605	869	1638	BIDMC107	MGH3	chromosome	chromosome	0.5305250305250305
1654	81.8598	855	1638	BIDMC107	MGH7	chromosome	chromosome	0.521978021978022
1654	81.8598	855	1638	BIDMC107	MGH7	chromosome	chromosome	0.521978021978022
1655	81.8529	854	1638	BIDMC107	BIDMC100	chromosome	chromosome	0.5213675213675214
1655	81.8529	854	1638	BIDMC107	BIDMC100	chromosome	chromosome	0.5213675213675214
1656	81.8431	871	1638	BIDMC107	MGH1	chromosome	chromosome	0.5317460317460317
1656	81.8431	871	1638	BIDMC107	MGH1	chromosome	chromosome	0.5317460317460317
1657	81.8393	863	1638	BIDMC107	UCI147	chromosome	chromosome	0.5268620268620269
1657	81.8393	863	1638	BIDMC107	UCI147	chromosome	chromosome	0.5268620268620269
1658	81.8156	870	1638	BIDMC107	UCI193	chromosome	chromosome	0.5311355311355311
1658	81.8156	870	1638	BIDMC107	UCI193	chromosome	chromosome	0.5311355311355311
1659	81.7397	870	1638	BIDMC107	MGH37	chromosome	chromosome	0.5311355311355311
1659	81.7397	870	1638	BIDMC107	MGH37	chromosome	chromosome	0.5311355311355311
1660	81.716	883	1638	BIDMC107	BIDMC87	chromosome	chromosome	0.539072039072039
1660	81.716	883	1638	BIDMC107	BIDMC87	chromosome	chromosome	0.539072039072039
1661	81.424	804	1638	BIDMC107	UCI179	chromosome	chromosome	0.4908424908424908
1661	81.424	804	1638	BIDMC107	UCI179	chromosome	chromosome	0.4908424908424908
1662	81.3519	812	1638	BIDMC107	MGH247	chromosome	chromosome	0.4957264957264957
1662	81.3519	812	1638	BIDMC107	MGH247	chromosome	chromosome	0.4957264957264957
1663	81.3018	818	1638	BIDMC107	MGH43	chromosome	chromosome	0.4993894993894994
1663	81.3018	818	1638	BIDMC107	MGH43	chromosome	chromosome	0.4993894993894994
1664	81.2923	791	1638	BIDMC107	UCI105	chromosome	chromosome	0.4829059829059829
1664	81.2923	791	1638	BIDMC107	UCI105	chromosome	chromosome	0.4829059829059829
1665	81.2784	805	1638	BIDMC107	UCI89	chromosome	chromosome	0.4914529914529914
1665	81.2784	805	1638	BIDMC107	UCI89	chromosome	chromosome	0.4914529914529914
1666	81.2553	794	1638	BIDMC107	MGH97	chromosome	chromosome	0.4847374847374847
1666	81.2553	794	1638	BIDMC107	MGH97	chromosome	chromosome	0.4847374847374847
1667	81.2341	802	1638	BIDMC107	UCI75	chromosome	chromosome	0.4896214896214896
1667	81.2341	802	1638	BIDMC107	UCI75	chromosome	chromosome	0.4896214896214896
1668	81.2261	803	1638	BIDMC107	UCICRE123	chromosome	chromosome	0.4902319902319902
1668	81.2261	803	1638	BIDMC107	UCICRE123	chromosome	chromosome	0.4902319902319902
1669	81.17	781	1638	BIDMC107	MGH39	chromosome	chromosome	0.4768009768009768
1669	81.17	781	1638	BIDMC107	MGH39	chromosome	chromosome	0.4768009768009768
1670	81.1591	822	1638	BIDMC107	MGH89	chromosome	chromosome	0.5018315018315018
1670	81.1591	822	1638	BIDMC107	MGH89	chromosome	chromosome	0.5018315018315018
1671	81.1501	795	1638	BIDMC107	MGH113	chromosome	chromosome	0.4853479853479853
1671	81.1501	795	1638	BIDMC107	MGH113	chromosome	chromosome	0.4853479853479853
1672	81.1165	801	1638	BIDMC107	UCI93	chromosome	chromosome	0.489010989010989
1672	81.1165	801	1638	BIDMC107	UCI93	chromosome	chromosome	0.489010989010989
1673	81.0941	817	1638	BIDMC107	MGH193	chromosome	chromosome	0.4987789987789988
1673	81.0941	817	1638	BIDMC107	MGH193	chromosome	chromosome	0.4987789987789988
1674	81.0523	799	1638	BIDMC107	MGH83	chromosome	chromosome	0.4877899877899878
1674	81.0523	799	1638	BIDMC107	MGH83	chromosome	chromosome	0.4877899877899878
1675	81.0434	811	1638	BIDMC107	UCI187	chromosome	chromosome	0.4951159951159951
1675	81.0434	811	1638	BIDMC107	UCI187	chromosome	chromosome	0.4951159951159951
1676	79.3318	451	1638	BIDMC107	BWH57	chromosome	chromosome	0.2753357753357753
1676	79.3318	451	1638	BIDMC107	BWH57	chromosome	chromosome	0.2753357753357753
1677	79.2873	454	1638	BIDMC107	BWH56	chromosome	chromosome	0.2771672771672772
1677	79.2873	454	1638	BIDMC107	BWH56	chromosome	chromosome	0.2771672771672772
1678	78.9308	446	1638	BIDMC107	MGH245	chromosome	chromosome	0.2722832722832722
1678	78.9308	446	1638	BIDMC107	MGH245	chromosome	chromosome	0.2722832722832722
1679	78.9282	441	1638	BIDMC107	BWH77	chromosome	chromosome	0.2692307692307692
1679	78.9282	441	1638	BIDMC107	BWH77	chromosome	chromosome	0.2692307692307692
1680	100.0	1770	1771	UCI179	UCI179	chromosome	chromosome	0.9994353472614342
1680	100.0	1770	1771	UCI179	UCI179	chromosome	chromosome	0.9994353472614342
1681	99.9768	1745	1771	UCI179	MGH247	chromosome	chromosome	0.9853190287972896
1681	99.9768	1745	1771	UCI179	MGH247	chromosome	chromosome	0.9853190287972896
1682	98.5443	1568	1771	UCI179	UCI89	chromosome	chromosome	0.8853754940711462
1682	98.5443	1568	1771	UCI179	UCI89	chromosome	chromosome	0.8853754940711462
1683	86.378	1250	1771	UCI179	MGH97	chromosome	chromosome	0.7058159232072275
1683	86.378	1250	1771	UCI179	MGH97	chromosome	chromosome	0.7058159232072275
1684	86.2928	1270	1771	UCI179	UCI187	chromosome	chromosome	0.7171089779785432
1684	86.2928	1270	1771	UCI179	UCI187	chromosome	chromosome	0.7171089779785432
1685	86.2896	1220	1771	UCI179	MGH39	chromosome	chromosome	0.6888763410502541
1685	86.2896	1220	1771	UCI179	MGH39	chromosome	chromosome	0.6888763410502541
1686	86.2366	1232	1771	UCI179	MGH43	chromosome	chromosome	0.6956521739130435
1686	86.2366	1232	1771	UCI179	MGH43	chromosome	chromosome	0.6956521739130435
1687	86.2011	1242	1771	UCI179	MGH193	chromosome	chromosome	0.7012987012987013
1687	86.2011	1242	1771	UCI179	MGH193	chromosome	chromosome	0.7012987012987013
1688	86.1864	1229	1771	UCI179	MGH83	chromosome	chromosome	0.6939582156973462
1688	86.1864	1229	1771	UCI179	MGH83	chromosome	chromosome	0.6939582156973462
1689	86.1821	1233	1771	UCI179	MGH89	chromosome	chromosome	0.6962168266516092
1689	86.1821	1233	1771	UCI179	MGH89	chromosome	chromosome	0.6962168266516092
1690	86.175	1232	1771	UCI179	UCI105	chromosome	chromosome	0.6956521739130435
1690	86.175	1232	1771	UCI179	UCI105	chromosome	chromosome	0.6956521739130435
1691	86.1722	1213	1771	UCI179	UCI75	chromosome	chromosome	0.6849237718802936
1691	86.1722	1213	1771	UCI179	UCI75	chromosome	chromosome	0.6849237718802936
1692	86.1443	1227	1771	UCI179	UCICRE123	chromosome	chromosome	0.6928289102202145
1692	86.1443	1227	1771	UCI179	UCICRE123	chromosome	chromosome	0.6928289102202145
1693	86.1292	1244	1771	UCI179	UCI93	chromosome	chromosome	0.7024280067758328
1693	86.1292	1244	1771	UCI179	UCI93	chromosome	chromosome	0.7024280067758328
1694	86.008	1202	1771	UCI179	MGH113	chromosome	chromosome	0.67871259175607
1694	86.008	1202	1771	UCI179	MGH113	chromosome	chromosome	0.67871259175607
1695	81.808	896	1771	UCI179	MGH1	chromosome	chromosome	0.5059288537549407
1695	81.808	896	1771	UCI179	MGH1	chromosome	chromosome	0.5059288537549407
1696	81.7974	897	1771	UCI179	BIDMC87	chromosome	chromosome	0.5064935064935064
1696	81.7974	897	1771	UCI179	BIDMC87	chromosome	chromosome	0.5064935064935064
1697	81.7906	907	1771	UCI179	UCI193	chromosome	chromosome	0.5121400338791643
1697	81.7906	907	1771	UCI179	UCI193	chromosome	chromosome	0.5121400338791643
1698	81.768	904	1771	UCI179	MGH6	chromosome	chromosome	0.510446075663467
1698	81.768	904	1771	UCI179	MGH6	chromosome	chromosome	0.510446075663467
1699	81.7463	891	1771	UCI179	UCI161	chromosome	chromosome	0.5031055900621118
1699	81.7463	891	1771	UCI179	UCI161	chromosome	chromosome	0.5031055900621118
1700	81.7227	914	1771	UCI179	MGH15	chromosome	chromosome	0.5160926030491247
1700	81.7227	914	1771	UCI179	MGH15	chromosome	chromosome	0.5160926030491247
1701	81.7093	910	1771	UCI179	UCI147	chromosome	chromosome	0.5138339920948617
1701	81.7093	910	1771	UCI179	UCI147	chromosome	chromosome	0.5138339920948617
1702	81.7031	897	1771	UCI179	BIDMC100	chromosome	chromosome	0.5064935064935064
1702	81.7031	897	1771	UCI179	BIDMC100	chromosome	chromosome	0.5064935064935064
1703	81.6728	902	1771	UCI179	MGH3	chromosome	chromosome	0.5093167701863354
1703	81.6728	902	1771	UCI179	MGH3	chromosome	chromosome	0.5093167701863354
1704	81.6635	895	1771	UCI179	MGH14	chromosome	chromosome	0.5053642010163749
1704	81.6635	895	1771	UCI179	MGH14	chromosome	chromosome	0.5053642010163749
1705	81.6529	902	1771	UCI179	MGH197	chromosome	chromosome	0.5093167701863354
1705	81.6529	902	1771	UCI179	MGH197	chromosome	chromosome	0.5093167701863354
1706	81.6514	903	1771	UCI179	MGH7	chromosome	chromosome	0.5098814229249012
1706	81.6514	903	1771	UCI179	MGH7	chromosome	chromosome	0.5098814229249012
1707	81.6456	896	1771	UCI179	MGH37	chromosome	chromosome	0.5059288537549407
1707	81.6456	896	1771	UCI179	MGH37	chromosome	chromosome	0.5059288537549407
1708	81.6327	897	1771	UCI179	MGH240	chromosome	chromosome	0.5064935064935064
1708	81.6327	897	1771	UCI179	MGH240	chromosome	chromosome	0.5064935064935064
1709	81.6094	881	1771	UCI179	UCI148	chromosome	chromosome	0.4974590626764539
1709	81.6094	881	1771	UCI179	UCI148	chromosome	chromosome	0.4974590626764539
1710	81.5264	410	1771	UCI179	BIDMC108	chromosome	chromosome	0.2315076228119706
1710	81.5264	410	1771	UCI179	BIDMC108	chromosome	chromosome	0.2315076228119706
1711	81.4028	804	1771	UCI179	MGH281c	chromosome	chromosome	0.4539808018068887
1711	81.4028	804	1771	UCI179	MGH281c	chromosome	chromosome	0.4539808018068887
1712	81.3884	804	1771	UCI179	MGH283	chromosome	chromosome	0.4539808018068887
1712	81.3884	804	1771	UCI179	MGH283	chromosome	chromosome	0.4539808018068887
1713	81.3808	799	1771	UCI179	MGH105	chromosome	chromosome	0.4511575381140598
1713	81.3808	799	1771	UCI179	MGH105	chromosome	chromosome	0.4511575381140598
1714	81.38	797	1771	UCI179	MGH214	chromosome	chromosome	0.4500282326369283
1714	81.38	797	1771	UCI179	MGH214	chromosome	chromosome	0.4500282326369283
1715	81.3755	804	1771	UCI179	MGH281	chromosome	chromosome	0.4539808018068887
1715	81.3755	804	1771	UCI179	MGH281	chromosome	chromosome	0.4539808018068887
1716	81.367	806	1771	UCI179	MGH279	chromosome	chromosome	0.4551101072840203
1716	81.367	806	1771	UCI179	MGH279	chromosome	chromosome	0.4551101072840203
1717	81.3569	794	1771	UCI179	BIDMC107	chromosome	chromosome	0.4483342744212309
1717	81.3569	794	1771	UCI179	BIDMC107	chromosome	chromosome	0.4483342744212309
1718	81.3345	798	1771	UCI179	MGH103	chromosome	chromosome	0.4505928853754941
1718	81.3345	798	1771	UCI179	MGH103	chromosome	chromosome	0.4505928853754941
1719	81.325	755	1771	UCI179	MGH121	chromosome	chromosome	0.4263128176171654
1719	81.325	755	1771	UCI179	MGH121	chromosome	chromosome	0.4263128176171654
1720	81.3197	796	1771	UCI179	UCICRE141	chromosome	chromosome	0.4494635798983625
1720	81.3197	796	1771	UCI179	UCICRE141	chromosome	chromosome	0.4494635798983625
1721	81.2865	757	1771	UCI179	BIDMC19A	chromosome	chromosome	0.427442123094297
1721	81.2865	757	1771	UCI179	BIDMC19A	chromosome	chromosome	0.427442123094297
1722	81.2444	762	1771	UCI179	BIDMC82	chromosome	chromosome	0.4302653867871259
1722	81.2444	762	1771	UCI179	BIDMC82	chromosome	chromosome	0.4302653867871259
1723	80.9526	748	1771	UCI179	BWH50	chromosome	chromosome	0.422360248447205
1723	80.9526	748	1771	UCI179	BWH50	chromosome	chromosome	0.422360248447205
1724	79.6901	636	1771	UCI179	MGH245	chromosome	chromosome	0.3591191417278374
1724	79.6901	636	1771	UCI179	MGH245	chromosome	chromosome	0.3591191417278374
1725	79.6382	657	1771	UCI179	BWH77	chromosome	chromosome	0.3709768492377188
1725	79.6382	657	1771	UCI179	BWH77	chromosome	chromosome	0.3709768492377188
1726	79.5443	632	1771	UCI179	BWH57	chromosome	chromosome	0.3568605307735742
1726	79.5443	632	1771	UCI179	BWH57	chromosome	chromosome	0.3568605307735742
1727	79.5372	634	1771	UCI179	BWH56	chromosome	chromosome	0.3579898362507058
1727	79.5372	634	1771	UCI179	BWH56	chromosome	chromosome	0.3579898362507058
1728	100.0	1633	1636	BIDMC87	BIDMC87	chromosome	chromosome	0.9981662591687042
1728	100.0	1633	1636	BIDMC87	BIDMC87	chromosome	chromosome	0.9981662591687042
1729	99.4944	1505	1636	BIDMC87	MGH15	chromosome	chromosome	0.919926650366748
1729	99.4944	1505	1636	BIDMC87	MGH15	chromosome	chromosome	0.919926650366748
1730	99.448	1527	1636	BIDMC87	MGH1	chromosome	chromosome	0.9333740831295844
1730	99.448	1527	1636	BIDMC87	MGH1	chromosome	chromosome	0.9333740831295844
1731	99.4382	1532	1636	BIDMC87	MGH6	chromosome	chromosome	0.9364303178484108
1731	99.4382	1532	1636	BIDMC87	MGH6	chromosome	chromosome	0.9364303178484108
1732	98.9359	1486	1636	BIDMC87	UCI161	chromosome	chromosome	0.908312958435208
1732	98.9359	1486	1636	BIDMC87	UCI161	chromosome	chromosome	0.908312958435208
1733	97.6964	1433	1636	BIDMC87	UCI147	chromosome	chromosome	0.8759168704156479
1733	97.6964	1433	1636	BIDMC87	UCI147	chromosome	chromosome	0.8759168704156479
1734	97.1372	1454	1636	BIDMC87	MGH14	chromosome	chromosome	0.8887530562347188
1734	97.1372	1454	1636	BIDMC87	MGH14	chromosome	chromosome	0.8887530562347188
1735	97.1234	1435	1636	BIDMC87	BIDMC100	chromosome	chromosome	0.8771393643031785
1735	97.1234	1435	1636	BIDMC87	BIDMC100	chromosome	chromosome	0.8771393643031785
1736	97.1147	1447	1636	BIDMC87	MGH3	chromosome	chromosome	0.8844743276283619
1736	97.1147	1447	1636	BIDMC87	MGH3	chromosome	chromosome	0.8844743276283619
1737	97.1058	1451	1636	BIDMC87	MGH197	chromosome	chromosome	0.886919315403423
1737	97.1058	1451	1636	BIDMC87	MGH197	chromosome	chromosome	0.886919315403423
1738	96.9899	1448	1636	BIDMC87	MGH7	chromosome	chromosome	0.8850855745721271
1738	96.9899	1448	1636	BIDMC87	MGH7	chromosome	chromosome	0.8850855745721271
1739	95.8998	1442	1636	BIDMC87	UCI148	chromosome	chromosome	0.8814180929095354
1739	95.8998	1442	1636	BIDMC87	UCI148	chromosome	chromosome	0.8814180929095354
1740	88.6242	1283	1636	BIDMC87	UCI193	chromosome	chromosome	0.7842298288508558
1740	88.6242	1283	1636	BIDMC87	UCI193	chromosome	chromosome	0.7842298288508558
1741	88.2001	1304	1636	BIDMC87	MGH240	chromosome	chromosome	0.7970660146699267
1741	88.2001	1304	1636	BIDMC87	MGH240	chromosome	chromosome	0.7970660146699267
1742	88.1938	1319	1636	BIDMC87	MGH37	chromosome	chromosome	0.8062347188264058
1742	88.1938	1319	1636	BIDMC87	MGH37	chromosome	chromosome	0.8062347188264058
1743	82.2539	936	1636	BIDMC87	UCICRE123	chromosome	chromosome	0.5721271393643031
1743	82.2539	936	1636	BIDMC87	UCICRE123	chromosome	chromosome	0.5721271393643031
1744	82.2347	936	1636	BIDMC87	UCI75	chromosome	chromosome	0.5721271393643031
1744	82.2347	936	1636	BIDMC87	UCI75	chromosome	chromosome	0.5721271393643031
1745	82.1995	928	1636	BIDMC87	MGH43	chromosome	chromosome	0.5672371638141809
1745	82.1995	928	1636	BIDMC87	MGH43	chromosome	chromosome	0.5672371638141809
1746	82.1234	890	1636	BIDMC87	MGH214	chromosome	chromosome	0.5440097799511002
1746	82.1234	890	1636	BIDMC87	MGH214	chromosome	chromosome	0.5440097799511002
1747	82.1193	929	1636	BIDMC87	UCI105	chromosome	chromosome	0.5678484107579462
1747	82.1193	929	1636	BIDMC87	UCI105	chromosome	chromosome	0.5678484107579462
1748	82.1132	870	1636	BIDMC87	MGH281c	chromosome	chromosome	0.5317848410757946
1748	82.1132	870	1636	BIDMC87	MGH281c	chromosome	chromosome	0.5317848410757946
1749	82.1112	888	1636	BIDMC87	UCICRE141	chromosome	chromosome	0.5427872860635696
1749	82.1112	888	1636	BIDMC87	UCICRE141	chromosome	chromosome	0.5427872860635696
1750	82.1065	897	1636	BIDMC87	MGH39	chromosome	chromosome	0.5482885085574573
1750	82.1065	897	1636	BIDMC87	MGH39	chromosome	chromosome	0.5482885085574573
1751	82.1038	931	1636	BIDMC87	MGH97	chromosome	chromosome	0.5690709046454768
1751	82.1038	931	1636	BIDMC87	MGH97	chromosome	chromosome	0.5690709046454768
1752	82.0894	877	1636	BIDMC87	MGH279	chromosome	chromosome	0.5360635696821516
1752	82.0894	877	1636	BIDMC87	MGH279	chromosome	chromosome	0.5360635696821516
1753	82.0857	874	1636	BIDMC87	MGH283	chromosome	chromosome	0.5342298288508558
1753	82.0857	874	1636	BIDMC87	MGH283	chromosome	chromosome	0.5342298288508558
1754	82.08	876	1636	BIDMC87	MGH281	chromosome	chromosome	0.5354523227383863
1754	82.08	876	1636	BIDMC87	MGH281	chromosome	chromosome	0.5354523227383863
1755	82.0783	475	1636	BIDMC87	BIDMC108	chromosome	chromosome	0.2903422982885085
1755	82.0783	475	1636	BIDMC87	BIDMC108	chromosome	chromosome	0.2903422982885085
1756	82.0753	927	1636	BIDMC87	UCI93	chromosome	chromosome	0.5666259168704156
1756	82.0753	927	1636	BIDMC87	UCI93	chromosome	chromosome	0.5666259168704156
1757	82.0737	960	1636	BIDMC87	MGH113	chromosome	chromosome	0.58679706601467
1757	82.0737	960	1636	BIDMC87	MGH113	chromosome	chromosome	0.58679706601467
1758	82.0702	865	1636	BIDMC87	MGH105	chromosome	chromosome	0.5287286063569682
1758	82.0702	865	1636	BIDMC87	MGH105	chromosome	chromosome	0.5287286063569682
1759	82.0501	928	1636	BIDMC87	MGH89	chromosome	chromosome	0.5672371638141809
1759	82.0501	928	1636	BIDMC87	MGH89	chromosome	chromosome	0.5672371638141809
1760	81.9891	924	1636	BIDMC87	MGH193	chromosome	chromosome	0.5647921760391198
1760	81.9891	924	1636	BIDMC87	MGH193	chromosome	chromosome	0.5647921760391198
1761	81.9638	859	1636	BIDMC87	MGH103	chromosome	chromosome	0.5250611246943765
1761	81.9638	859	1636	BIDMC87	MGH103	chromosome	chromosome	0.5250611246943765
1762	81.9542	928	1636	BIDMC87	UCI187	chromosome	chromosome	0.5672371638141809
1762	81.9542	928	1636	BIDMC87	UCI187	chromosome	chromosome	0.5672371638141809
1763	81.9287	936	1636	BIDMC87	MGH83	chromosome	chromosome	0.5721271393643031
1763	81.9287	936	1636	BIDMC87	MGH83	chromosome	chromosome	0.5721271393643031
1764	81.8545	857	1636	BIDMC87	BIDMC107	chromosome	chromosome	0.523838630806846
1764	81.8545	857	1636	BIDMC87	BIDMC107	chromosome	chromosome	0.523838630806846
1765	81.7637	895	1636	BIDMC87	UCI89	chromosome	chromosome	0.5470660146699267
1765	81.7637	895	1636	BIDMC87	UCI89	chromosome	chromosome	0.5470660146699267
1766	81.745	907	1636	BIDMC87	MGH247	chromosome	chromosome	0.55440097799511
1766	81.745	907	1636	BIDMC87	MGH247	chromosome	chromosome	0.55440097799511
1767	81.7342	904	1636	BIDMC87	UCI179	chromosome	chromosome	0.5525672371638142
1767	81.7342	904	1636	BIDMC87	UCI179	chromosome	chromosome	0.5525672371638142
1768	81.6493	799	1636	BIDMC87	MGH121	chromosome	chromosome	0.4883863080684597
1768	81.6493	799	1636	BIDMC87	MGH121	chromosome	chromosome	0.4883863080684597
1769	81.6174	803	1636	BIDMC87	BIDMC19A	chromosome	chromosome	0.4908312958435208
1769	81.6174	803	1636	BIDMC87	BIDMC19A	chromosome	chromosome	0.4908312958435208
1770	81.5434	812	1636	BIDMC87	BWH50	chromosome	chromosome	0.4963325183374083
1770	81.5434	812	1636	BIDMC87	BWH50	chromosome	chromosome	0.4963325183374083
1771	81.5001	811	1636	BIDMC87	BIDMC82	chromosome	chromosome	0.495721271393643
1771	81.5001	811	1636	BIDMC87	BIDMC82	chromosome	chromosome	0.495721271393643
1772	80.3513	624	1636	BIDMC87	BWH56	chromosome	chromosome	0.3814180929095354
1772	80.3513	624	1636	BIDMC87	BWH56	chromosome	chromosome	0.3814180929095354
1773	80.3238	626	1636	BIDMC87	BWH57	chromosome	chromosome	0.382640586797066
1773	80.3238	626	1636	BIDMC87	BWH57	chromosome	chromosome	0.382640586797066
1774	79.7723	599	1636	BIDMC87	MGH245	chromosome	chromosome	0.3661369193154034
1774	79.7723	599	1636	BIDMC87	MGH245	chromosome	chromosome	0.3661369193154034
1775	79.6666	610	1636	BIDMC87	BWH77	chromosome	chromosome	0.3728606356968215
1775	79.6666	610	1636	BIDMC87	BWH77	chromosome	chromosome	0.3728606356968215
1776	100.0	1780	1781	MGH83	MGH83	chromosome	chromosome	0.9994385176866928
1776	100.0	1780	1781	MGH83	MGH83	chromosome	chromosome	0.9994385176866928
1777	99.1815	1626	1781	MGH83	MGH39	chromosome	chromosome	0.9129702414373948
1777	99.1815	1626	1781	MGH83	MGH39	chromosome	chromosome	0.9129702414373948
1778	99.1644	1660	1781	MGH83	UCI187	chromosome	chromosome	0.9320606400898372
1778	99.1644	1660	1781	MGH83	UCI187	chromosome	chromosome	0.9320606400898372
1779	99.1261	1640	1781	MGH83	MGH193	chromosome	chromosome	0.9208309938236946
1779	99.1261	1640	1781	MGH83	MGH193	chromosome	chromosome	0.9208309938236946
1780	99.109	1641	1781	MGH83	MGH43	chromosome	chromosome	0.9213924761370016
1780	99.109	1641	1781	MGH83	MGH43	chromosome	chromosome	0.9213924761370016
1781	99.1069	1647	1781	MGH83	UCI93	chromosome	chromosome	0.9247613700168444
1781	99.1069	1647	1781	MGH83	UCI93	chromosome	chromosome	0.9247613700168444
1782	99.0758	1654	1781	MGH83	UCI105	chromosome	chromosome	0.9286917462099944
1782	99.0758	1654	1781	MGH83	UCI105	chromosome	chromosome	0.9286917462099944
1783	99.0753	1643	1781	MGH83	UCI75	chromosome	chromosome	0.922515440763616
1783	99.0753	1643	1781	MGH83	UCI75	chromosome	chromosome	0.922515440763616
1784	99.0556	1640	1781	MGH83	UCICRE123	chromosome	chromosome	0.9208309938236946
1784	99.0556	1640	1781	MGH83	UCICRE123	chromosome	chromosome	0.9208309938236946
1785	99.0495	1656	1781	MGH83	MGH89	chromosome	chromosome	0.9298147108366086
1785	99.0495	1656	1781	MGH83	MGH89	chromosome	chromosome	0.9298147108366086
1786	99.0475	1646	1781	MGH83	MGH97	chromosome	chromosome	0.9241998877035372
1786	99.0475	1646	1781	MGH83	MGH97	chromosome	chromosome	0.9241998877035372
1787	93.7975	1522	1781	MGH83	MGH113	chromosome	chromosome	0.8545760808534532
1787	93.7975	1522	1781	MGH83	MGH113	chromosome	chromosome	0.8545760808534532
1788	86.2174	1234	1781	MGH83	UCI179	chromosome	chromosome	0.6928691746209994
1788	86.2174	1234	1781	MGH83	UCI179	chromosome	chromosome	0.6928691746209994
1789	86.1773	1239	1781	MGH83	MGH247	chromosome	chromosome	0.6956765861875351
1789	86.1773	1239	1781	MGH83	MGH247	chromosome	chromosome	0.6956765861875351
1790	86.1502	1227	1781	MGH83	UCI89	chromosome	chromosome	0.6889387984278496
1790	86.1502	1227	1781	MGH83	UCI89	chromosome	chromosome	0.6889387984278496
1791	82.0472	939	1781	MGH83	UCI193	chromosome	chromosome	0.5272318921953958
1791	82.0472	939	1781	MGH83	UCI193	chromosome	chromosome	0.5272318921953958
1792	81.9839	918	1781	MGH83	UCI148	chromosome	chromosome	0.5154407636159462
1792	81.9839	918	1781	MGH83	UCI148	chromosome	chromosome	0.5154407636159462
1793	81.9462	944	1781	MGH83	UCI147	chromosome	chromosome	0.5300393037619315
1793	81.9462	944	1781	MGH83	UCI147	chromosome	chromosome	0.5300393037619315
1794	81.9174	916	1781	MGH83	MGH7	chromosome	chromosome	0.5143177989893318
1794	81.9174	916	1781	MGH83	MGH7	chromosome	chromosome	0.5143177989893318
1795	81.8997	942	1781	MGH83	MGH15	chromosome	chromosome	0.5289163391353172
1795	81.8997	942	1781	MGH83	MGH15	chromosome	chromosome	0.5289163391353172
1796	81.8852	927	1781	MGH83	MGH1	chromosome	chromosome	0.5204941044357103
1796	81.8852	927	1781	MGH83	MGH1	chromosome	chromosome	0.5204941044357103
1797	81.8704	937	1781	MGH83	BIDMC87	chromosome	chromosome	0.5261089275687816
1797	81.8704	937	1781	MGH83	BIDMC87	chromosome	chromosome	0.5261089275687816
1798	81.8497	942	1781	MGH83	MGH6	chromosome	chromosome	0.5289163391353172
1798	81.8497	942	1781	MGH83	MGH6	chromosome	chromosome	0.5289163391353172
1799	81.8408	921	1781	MGH83	MGH3	chromosome	chromosome	0.5171252105558675
1799	81.8408	921	1781	MGH83	MGH3	chromosome	chromosome	0.5171252105558675
1800	81.8347	940	1781	MGH83	UCI161	chromosome	chromosome	0.527793374508703
1800	81.8347	940	1781	MGH83	UCI161	chromosome	chromosome	0.527793374508703
1801	81.8344	921	1781	MGH83	MGH197	chromosome	chromosome	0.5171252105558675
1801	81.8344	921	1781	MGH83	MGH197	chromosome	chromosome	0.5171252105558675
1802	81.8194	888	1781	MGH83	MGH240	chromosome	chromosome	0.4985962942167322
1802	81.8194	888	1781	MGH83	MGH240	chromosome	chromosome	0.4985962942167322
1803	81.7985	921	1781	MGH83	MGH14	chromosome	chromosome	0.5171252105558675
1803	81.7985	921	1781	MGH83	MGH14	chromosome	chromosome	0.5171252105558675
1804	81.7914	909	1781	MGH83	MGH37	chromosome	chromosome	0.5103874227961819
1804	81.7914	909	1781	MGH83	MGH37	chromosome	chromosome	0.5103874227961819
1805	81.7427	917	1781	MGH83	BIDMC100	chromosome	chromosome	0.5148792813026389
1805	81.7427	917	1781	MGH83	BIDMC100	chromosome	chromosome	0.5148792813026389
1806	81.2929	726	1781	MGH83	MGH121	chromosome	chromosome	0.407636159460977
1806	81.2929	726	1781	MGH83	MGH121	chromosome	chromosome	0.407636159460977
1807	81.239	793	1781	MGH83	MGH103	chromosome	chromosome	0.4452554744525547
1807	81.239	793	1781	MGH83	MGH103	chromosome	chromosome	0.4452554744525547
1808	81.2048	790	1781	MGH83	MGH279	chromosome	chromosome	0.4435710275126333
1808	81.2048	790	1781	MGH83	MGH279	chromosome	chromosome	0.4435710275126333
1809	81.1872	792	1781	MGH83	MGH105	chromosome	chromosome	0.4446939921392476
1809	81.1872	792	1781	MGH83	MGH105	chromosome	chromosome	0.4446939921392476
1810	81.1864	426	1781	MGH83	BIDMC108	chromosome	chromosome	0.2391914654688377
1810	81.1864	426	1781	MGH83	BIDMC108	chromosome	chromosome	0.2391914654688377
1811	81.1827	790	1781	MGH83	MGH283	chromosome	chromosome	0.4435710275126333
1811	81.1827	790	1781	MGH83	MGH283	chromosome	chromosome	0.4435710275126333
1812	81.174	791	1781	MGH83	MGH281c	chromosome	chromosome	0.4441325098259405
1812	81.174	791	1781	MGH83	MGH281c	chromosome	chromosome	0.4441325098259405
1813	81.1665	748	1781	MGH83	BIDMC82	chromosome	chromosome	0.4199887703537338
1813	81.1665	748	1781	MGH83	BIDMC82	chromosome	chromosome	0.4199887703537338
